"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"170","170","1","1","9","98.7819366455078","99.0445938110352","98.5094833374023","","","","","","","","LKA","Sri Lanka","SA","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"171","171","1","1","9","99.3362503051758","99.3823928833008","99.2922286987305","","","","","","","","PSE","State of Palestine","MENA","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"172","172","1","1","9","73.0","73.4899978637695","72.5100021362305","","","","","","","","SDN","Sudan","SSA","Least Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"173","173","1","1","9","98.6455612182617","98.3999633789062","98.8754425048828","","","","","","","","SUR","Suriname","LAC","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"174","174","1","0","0","","","","","","","","","","","SWE","Sweden","ECA","More Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"175","175","1","0","0","","","","","","","","","","","CHE","Switzerland","ECA","More Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"176","176","1","0","0","","","","","","","","","","","SYR","Syrian Arab Republic","MENA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"177","177","1","0","0","","","","","","","","","","","TJK","Tajikistan","ECA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"178","178","1","1","9","98.1371688842773","98.5939331054688","97.6908798217773","","","","","","","","THA","Thailand","EAP","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"179","179","1","1","9","83.5390319824219","84.6505126953125","82.4584808349609","","","","","","","","TLS","Timor-Leste","EAP","Least Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"180","180","1","0","0","","","","","","","","","","","TGO","Togo","SSA","Least Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"181","181","1","0","0","","","","","","","","","","","TKL","Tokelau","EAP","Not Classified","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"182","182","1","1","9","99.4411163330078","99.5397796630859","99.3487091064453","","","","","","","","TON","Tonga","EAP","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"183","183","1","0","0","","","","","","","","","","","TTO","Trinidad and Tobago","LAC","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"184","184","1","0","0","","","","","","","","","","","TUN","Tunisia","MENA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"185","185","1","0","0","","","","","","","","","","","TUR","Turkey","ECA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"186","186","1","0","0","","","","","","","","","","","TKM","Turkmenistan","ECA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"187","187","1","0","0","","","","","","","","","","","TCA","Turks and Caicos Islands","LAC","Not Classified","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"188","188","1","0","0","","","","","","","","","","","TUV","Tuvalu","EAP","Least Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"189","189","1","1","9","89.3963088989258","89.9506378173828","88.8268966674805","","","","","","","","UGA","Uganda","SSA","Least Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"190","190","1","0","0","","","","","","","","","","","UKR","Ukraine","ECA","More Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"191","191","1","0","0","","","","","","","","","","","ARE","United Arab Emirates","MENA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"192","192","1","0","0","","","","","","","","","","","GBR","United Kingdom","ECA","More Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"193","193","1","0","0","","","","","","","","","","","TZA","United Republic of Tanzania","SSA","Least Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"194","194","1","0","0","","","","","","","","","","","USA","United States","NA","More Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"195","195","1","1","9","98.8802719116211","99.1659927368164","98.6047515869141","","","","","","","","URY","Uruguay","LAC","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"196","196","1","1","9","99.9999389648438","99.9999237060547","99.9999313354492","","","","","","","","UZB","Uzbekistan","ECA","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"197","197","1","1","9","96.2821197509766","96.5966110229492","95.9765701293945","","","","","","","","VUT","Vanuatu","EAP","Least Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"198","198","1","0","0","","","","","","","","","","","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"199","199","1","1","9","98.4080963134766","98.353141784668","98.4601211547852","","","","","","","","VNM","Viet Nam","EAP","Less Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"200","200","1","0","0","","","","","","","","","","","YEM","Yemen","MENA","Least Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"201","201","1","1","9","92.0915679931641","91.6281890869141","92.5596389770508","","","","","","","","ZMB","Zambia","SSA","Least Developed","Literacy Rate 15 Plus","2018","UIS","UNESCO Institute for Statistics"
"202","202","1","0","0","","","","","","","","","","","ZWE","Zimbabwe","SSA","Less Developed","Literacy Rate 15 Plus","Not Available","Not Available","Not Available"
"203","1","2","1","9","43.019718170166","29.8052101135254","55.4754486083984","","","","","","","","AFG","Afghanistan","SA","Least Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"204","2","2","1","9","98.1411514282227","97.7611236572266","98.5136184692383","","","","","","","","ALB","Albania","ECA","More Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"205","3","2","1","9","81.4078369140625","75.3229675292969","87.4229583740234","","","","","","","","DZA","Algeria","MENA","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"206","4","2","0","0","","","","","","","","","","","AND","Andorra","ECA","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"207","5","2","0","0","","","","","","","","","","","AGO","Angola","SSA","Least Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"208","6","2","0","0","","","","","","","","","","","AIA","Anguilla","LAC","Not Classified","Adult Literacy Rate","Not Available","Not Available","Not Available"
"209","7","2","0","0","","","","","","","","","","","ATG","Antigua and Barbuda","LAC","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"210","8","2","1","9","99.0038681030273","99.0620422363281","98.9377365112305","","","","","","","","ARG","Argentina","LAC","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"211","9","2","0","0","","","","","","","","","","","ARM","Armenia","ECA","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"212","10","2","0","0","","","","","","","","","","","AUS","Australia","EAP","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"213","11","2","0","0","","","","","","","","","","","AUT","Austria","ECA","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"214","12","2","0","0","","","","","","","","","","","AZE","Azerbaijan","ECA","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"215","13","2","0","0","","","","","","","","","","","BHS","Bahamas","LAC","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"216","14","2","1","9","97.4641876220703","94.9488830566406","98.7631683349609","","","","","","","","BHR","Bahrain","MENA","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"217","15","2","1","10","74.6844635009766","71.9483871459961","77.4414901733398","","","","","","","","BGD","Bangladesh","SA","Least Developed","Adult Literacy Rate","2019","UIS","UNESCO Institute for Statistics"
"218","16","2","0","0","","","","","","","","","","","BRB","Barbados","LAC","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"219","17","2","1","9","99.7565612792969","99.7251815795898","99.7939834594727","","","","","","","","BLR","Belarus","ECA","More Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"220","18","2","0","0","","","","","","","","","","","BEL","Belgium","ECA","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"221","19","2","0","0","","","","","","","","","","","BLZ","Belize","LAC","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"222","20","2","1","9","42.3624000549316","31.0716495513916","53.9770317077637","","","","","","","","BEN","Benin","SSA","Least Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"223","21","2","0","0","","","","","","","","","","","BTN","Bhutan","SA","Least Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"224","22","2","0","0","","","","","","","","","","","BOL","Bolivia (Plurinational State of)","LAC","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"225","23","2","0","0","","","","","","","","","","","BIH","Bosnia and Herzegovina","ECA","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"226","24","2","0","0","","","","","","","","","","","BWA","Botswana","SSA","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"227","25","2","1","9","93.2275009155273","93.4250717163086","93.0090408325195","","","","","","","","BRA","Brazil","LAC","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"228","26","2","0","0","","","","","","","","","","","VGB","British Virgin Islands","LAC","Not Classified","Adult Literacy Rate","Not Available","Not Available","Not Available"
"229","27","2","1","9","97.214111328125","96.3012619018555","98.0536193847656","","","","","","","","BRN","Brunei Darussalam","EAP","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"230","28","2","0","0","","","","","","","","","","","BGR","Bulgaria","ECA","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"231","29","2","1","9","41.2244491577148","32.6876182556152","50.0745887756348","","","","","","","","BFA","Burkina Faso","SSA","Least Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"232","30","2","0","0","","","","","","","","","","","BDI","Burundi","SSA","Least Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"233","31","2","0","0","","","","","","","","","","","CPV","Cabo Verde","SSA","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"234","32","2","0","0","","","","","","","","","","","KHM","Cambodia","EAP","Least Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"235","33","2","1","9","77.0710372924805","71.5862731933594","82.6280364990234","","","","","","","","CMR","Cameroon","SSA","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"236","34","2","0","0","","","","","","","","","","","CAN","Canada","NA","More Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"237","35","2","1","9","37.3958206176758","25.7563800811768","49.514591217041","","","","","","","","CAF","Central African Republic","SSA","Least Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"238","36","2","0","0","","","","","","","","","","","TCD","Chad","SSA","Least Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"239","37","2","0","0","","","","","","","","","","","CHL","Chile","LAC","Less Developed","Adult Literacy Rate","Not Available","Not Available","Not Available"
"240","38","2","1","9","96.8408889770508","95.1593322753906","98.4665374755859","","","","","","","","CHN","China","EAP","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"241","39","2","1","9","95.0925064086914","95.3189163208008","94.8518295288086","","","","","","","","COL","Colombia","LAC","Less Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
"242","40","2","1","9","58.8170204162598","52.9563903808594","64.6442031860352","","","","","","","","COM","Comoros","SSA","Least Developed","Adult Literacy Rate","2018","UIS","UNESCO Institute for Statistics"
